Gene,GCF_000007545,GCF_000020745,GCF_000020885,GCF_000020925,GCF_000022165,GCF_000170215,GCF_000171415,GCF_000171515,GCF_000171535
AJBGEP_01922,peppan_g_1025,peppan_g_6325,peppan_g_10229,peppan_g_14929,peppan_g_20012,peppan_g_25039,peppan_g_31321,peppan_g_35991,peppan_g_36535
AJBGEP_01935,peppan_g_1012,peppan_g_6338,peppan_g_10216,peppan_g_14916,peppan_g_20025,peppan_g_25052,peppan_g_31308,peppan_g_35978,peppan_g_36522
AJBGEP_01940,peppan_g_1007,peppan_g_6343,peppan_g_10211,peppan_g_14911,peppan_g_20030,peppan_g_25057,peppan_g_31303,peppan_g_35973,peppan_g_36517
AJBGEP_01941,peppan_g_1006,peppan_g_6344,peppan_g_10210,peppan_g_14910,peppan_g_20031,peppan_g_25058,peppan_g_31302,peppan_g_35972,peppan_g_36516
AJBGEP_01950,peppan_g_998,peppan_g_6352,peppan_g_10202,peppan_g_14902,peppan_g_20039,peppan_g_25066,peppan_g_31294,peppan_g_35964,peppan_g_36508
AJBGEP_01971,peppan_g_981,peppan_g_6377,peppan_g_10187,peppan_g_14826,peppan_g_20062,peppan_g_25089,peppan_g_31260,peppan_g_35928,peppan_g_36482
AJBGEP_01979,peppan_g_973,peppan_g_6385,peppan_g_10179,peppan_g_14818,peppan_g_20070,peppan_g_25097,peppan_g_31252,peppan_g_35920,peppan_g_36474
AJBGEP_01996,peppan_g_957,peppan_g_6401,peppan_g_10162,peppan_g_14801,peppan_g_20087,peppan_g_25114,peppan_g_31232,peppan_g_35903,peppan_g_36457
AJBGEP_01998,peppan_g_955,peppan_g_6403,peppan_g_10160,peppan_g_14799,peppan_g_20089,peppan_g_25116,peppan_g_31230,peppan_g_35901,peppan_g_36455
AJBGEP_02001,peppan_g_952,peppan_g_6406,peppan_g_10157,peppan_g_14796,peppan_g_20092,peppan_g_25119,peppan_g_31227,peppan_g_35898,peppan_g_36452
AJBGEP_02012,peppan_g_942,peppan_g_6416,peppan_g_10147,peppan_g_14786,peppan_g_20102,peppan_g_25129,peppan_g_31217,peppan_g_35888,peppan_g_36442
AJBGEP_02019,peppan_g_934,peppan_g_6424,peppan_g_10139,peppan_g_14778,peppan_g_20110,peppan_g_25137,peppan_g_31209,peppan_g_35880,peppan_g_36434
AJBGEP_02022,peppan_g_931,peppan_g_6427,peppan_g_10136,peppan_g_14775,peppan_g_20113,peppan_g_25140,peppan_g_31206,peppan_g_35877,peppan_g_36431
AJBGEP_02029,peppan_g_924,peppan_g_6434,peppan_g_10129,peppan_g_14768,peppan_g_20120,peppan_g_25147,peppan_g_31199,peppan_g_35870,peppan_g_36424
AJBGEP_02038,peppan_g_917,peppan_g_6442,peppan_g_10121,peppan_g_14760,peppan_g_20128,peppan_g_25155,peppan_g_31191,peppan_g_35862,peppan_g_36416
AJBGEP_02039,peppan_g_916,peppan_g_6443,peppan_g_10120,peppan_g_14759,peppan_g_20129,peppan_g_25156,peppan_g_31190,peppan_g_35861,peppan_g_36415
AJBGEP_02062,peppan_g_898,peppan_g_6461,peppan_g_10102,peppan_g_14741,peppan_g_20148,peppan_g_25174,peppan_g_31172,peppan_g_35843,peppan_g_36397
AJBGEP_02065,peppan_g_894,peppan_g_6465,peppan_g_10098,peppan_g_14737,peppan_g_20152,peppan_g_25178,peppan_g_31168,peppan_g_35839,peppan_g_36393
AJBGEP_02088,peppan_g_872,peppan_g_6487,peppan_g_10076,peppan_g_14715,peppan_g_20174,peppan_g_25200,peppan_g_31146,peppan_g_35817,peppan_g_36371
AJBGEP_02172,peppan_g_840,peppan_g_6509,peppan_g_10989,peppan_g_15710,peppan_g_20247,peppan_g_25218,peppan_g_29075,peppan_g_35801,peppan_g_40931
AJBGEP_02188,peppan_g_824,peppan_g_6525,peppan_g_11005,peppan_g_15726,peppan_g_20263,peppan_g_25234,peppan_g_29059,peppan_g_35785,peppan_g_40915
AJBGEP_02206,peppan_g_807,peppan_g_6542,peppan_g_11022,peppan_g_15743,peppan_g_20280,peppan_g_25251,peppan_g_29042,peppan_g_35768,peppan_g_40898
AJBGEP_02224,peppan_g_789,peppan_g_6560,peppan_g_11040,peppan_g_15761,peppan_g_20298,peppan_g_25269,peppan_g_29024,peppan_g_35750,peppan_g_40880
AJBGEP_02226,peppan_g_787,peppan_g_6619,peppan_g_11042,peppan_g_15763,peppan_g_20300,peppan_g_25271,peppan_g_29022,peppan_g_35748,peppan_g_40878
AJBGEP_02230,peppan_g_785,peppan_g_6621,peppan_g_11044,peppan_g_15765,peppan_g_20302,peppan_g_25273,peppan_g_29020,peppan_g_35746,peppan_g_40876
AJBGEP_02235,peppan_g_781,peppan_g_6625,peppan_g_11048,peppan_g_15769,peppan_g_20306,peppan_g_25277,peppan_g_29016,peppan_g_35742,peppan_g_40872
AJBGEP_02262,peppan_g_753,peppan_g_6656,peppan_g_11075,peppan_g_15797,peppan_g_20333,peppan_g_25304,peppan_g_28986,peppan_g_35712,peppan_g_40854
AJBGEP_02264,peppan_g_751,peppan_g_6658,peppan_g_11077,peppan_g_15799,peppan_g_20335,peppan_g_25306,peppan_g_28984,peppan_g_35710,peppan_g_40852
AJBGEP_02276,peppan_g_739,peppan_g_6670,peppan_g_11089,peppan_g_15811,peppan_g_20347,peppan_g_25318,peppan_g_28972,peppan_g_35698,peppan_g_40840
AJBGEP_02278,peppan_g_737,peppan_g_6672,peppan_g_11091,peppan_g_15813,peppan_g_20349,peppan_g_25320,peppan_g_28970,peppan_g_35696,peppan_g_40838
AJBGEP_02281,peppan_g_734,peppan_g_6675,peppan_g_11094,peppan_g_15816,peppan_g_20352,peppan_g_25323,peppan_g_28967,peppan_g_35693,peppan_g_40835
AJBGEP_02294,peppan_g_722,peppan_g_6687,peppan_g_11106,peppan_g_15828,peppan_g_20364,peppan_g_25335,peppan_g_28955,peppan_g_35661,peppan_g_40823
AJBGEP_02302,peppan_g_704,peppan_g_6693,peppan_g_11124,peppan_g_15834,peppan_g_20371,peppan_g_25342,peppan_g_28940,peppan_g_35654,peppan_g_40809
AJBGEP_02303,peppan_g_703,peppan_g_6694,peppan_g_11125,peppan_g_15835,peppan_g_20372,peppan_g_25343,peppan_g_28939,peppan_g_35653,peppan_g_40808
AJBGEP_02322,peppan_g_684,peppan_g_6713,peppan_g_11144,peppan_g_15854,peppan_g_20391,peppan_g_25362,peppan_g_28920,peppan_g_35634,peppan_g_40789
AJBGEP_02346,peppan_g_662,peppan_g_6735,peppan_g_11166,peppan_g_15876,peppan_g_20413,peppan_g_25384,peppan_g_28898,peppan_g_35612,peppan_g_40767
AJBGEP_02357,peppan_g_651,peppan_g_6746,peppan_g_11177,peppan_g_15887,peppan_g_20424,peppan_g_25395,peppan_g_28887,peppan_g_35601,peppan_g_40756
AJBGEP_02360,peppan_g_648,peppan_g_6749,peppan_g_11180,peppan_g_15890,peppan_g_20427,peppan_g_25398,peppan_g_28884,peppan_g_35598,peppan_g_40753
AJBGEP_02361,peppan_g_647,peppan_g_6750,peppan_g_11181,peppan_g_15891,peppan_g_20428,peppan_g_25399,peppan_g_28883,peppan_g_35597,peppan_g_40752
AJBGEP_02362,peppan_g_646,peppan_g_6751,peppan_g_11182,peppan_g_15892,peppan_g_20429,peppan_g_25400,peppan_g_28882,peppan_g_35596,peppan_g_40751
AJBGEP_02381,peppan_g_628,peppan_g_6769,peppan_g_11200,peppan_g_15910,peppan_g_20447,peppan_g_25418,peppan_g_28864,peppan_g_34735,peppan_g_40733
AJBGEP_02382,peppan_g_627,peppan_g_6770,peppan_g_11201,peppan_g_15911,peppan_g_20448,peppan_g_25419,peppan_g_28863,peppan_g_34734,peppan_g_40732
AJBGEP_02409,peppan_g_612,peppan_g_6780,peppan_g_11212,peppan_g_15926,peppan_g_20473,peppan_g_25444,peppan_g_28848,peppan_g_34719,peppan_g_40717
AJBGEP_02413,peppan_g_3586;peppan_g_608,peppan_g_6784;peppan_g_8184,peppan_g_11216;peppan_g_12725,peppan_g_15930;peppan_g_17378,peppan_g_20477;peppan_g_21972,peppan_g_25448;peppan_g_26885,peppan_g_28844;peppan_g_29640,peppan_g_31918;peppan_g_34715;peppan_g_35222,peppan_g_39220;peppan_g_40713
AJBGEP_02418,peppan_g_3581;peppan_g_603,peppan_g_6789;peppan_g_8189,peppan_g_11221;peppan_g_12730,peppan_g_15935;peppan_g_17383,peppan_g_20482;peppan_g_21977,peppan_g_25453;peppan_g_26890,peppan_g_28839;peppan_g_29635,peppan_g_31913;peppan_g_34710;peppan_g_35217,peppan_g_39215;peppan_g_40708
AJBGEP_02440,peppan_g_581,peppan_g_6810,peppan_g_11242,peppan_g_15956,peppan_g_20503,peppan_g_25474,peppan_g_28818,peppan_g_34689,peppan_g_40687
AJBGEP_02447,peppan_g_574,peppan_g_6817,peppan_g_11249,peppan_g_15963,peppan_g_20510,peppan_g_25481,peppan_g_28811,peppan_g_34682,peppan_g_40680
AJBGEP_02448,peppan_g_573,peppan_g_6818,peppan_g_11250,peppan_g_15964,peppan_g_20511,peppan_g_25482,peppan_g_28810,peppan_g_34681,peppan_g_40679
AJBGEP_02468,peppan_g_554,peppan_g_6837,peppan_g_11269,peppan_g_15983,peppan_g_20530,peppan_g_25501,peppan_g_28791,peppan_g_34662,peppan_g_40660
AJBGEP_02486,peppan_g_538,peppan_g_6853,peppan_g_11287,peppan_g_16000,peppan_g_20547,peppan_g_25518,peppan_g_28773,peppan_g_34646,peppan_g_40644
AJBGEP_02492,peppan_g_532,peppan_g_6859,peppan_g_11293,peppan_g_16006,peppan_g_20553,peppan_g_25524,peppan_g_28767,peppan_g_34640,peppan_g_40638
AJBGEP_02506,peppan_g_518,peppan_g_6873,peppan_g_11307,peppan_g_16020,peppan_g_20567,peppan_g_25538,peppan_g_28753,peppan_g_34626,peppan_g_40624
AJBGEP_02530,peppan_g_494,peppan_g_6897,peppan_g_11331,peppan_g_16044,peppan_g_20591,peppan_g_25562,peppan_g_28729,peppan_g_34602,peppan_g_40600
AJBGEP_02536,peppan_g_488,peppan_g_6903,peppan_g_11337,peppan_g_16050,peppan_g_20597,peppan_g_25568,peppan_g_28723,peppan_g_34596,peppan_g_40594
AJBGEP_02551,peppan_g_473,peppan_g_6918,peppan_g_11352,peppan_g_16065,peppan_g_20612,peppan_g_25583,peppan_g_28708,peppan_g_34581,peppan_g_40579
AJBGEP_02558,peppan_g_466,peppan_g_6925,peppan_g_11359,peppan_g_16072,peppan_g_20619,peppan_g_25590,peppan_g_28701,peppan_g_34574,peppan_g_40572
AJBGEP_02574,peppan_g_448,peppan_g_6938,peppan_g_11372,peppan_g_16089,peppan_g_20632,peppan_g_25603,peppan_g_28688,peppan_g_34561,peppan_g_40559
AJBGEP_02598,peppan_g_430,peppan_g_6956,peppan_g_11390,peppan_g_16107,peppan_g_20650,peppan_g_25621,peppan_g_28454,peppan_g_34543,peppan_g_40541
AJBGEP_02602,peppan_g_426,peppan_g_6960,peppan_g_11394,peppan_g_16111,peppan_g_20654,peppan_g_25625,peppan_g_28450,peppan_g_34539,peppan_g_40537
AJBGEP_02608,peppan_g_420,peppan_g_6966,peppan_g_11400,peppan_g_16117,peppan_g_20660,peppan_g_25631,peppan_g_28444,peppan_g_34533,peppan_g_40531
AJBGEP_02655,peppan_g_376,peppan_g_7006,peppan_g_11443,peppan_g_16160,peppan_g_20704,peppan_g_25673,peppan_g_28402,peppan_g_34492,peppan_g_40489
AJBGEP_02663,peppan_g_368,peppan_g_7014,peppan_g_11451,peppan_g_16168,peppan_g_20712,peppan_g_25681,peppan_g_28394,peppan_g_34484,peppan_g_40481
AJBGEP_02668,peppan_g_361,peppan_g_7021,peppan_g_11458,peppan_g_16175,peppan_g_20717,peppan_g_25686,peppan_g_28387,peppan_g_34477,peppan_g_40474
AJBGEP_02673,peppan_g_356,peppan_g_7026,peppan_g_11463,peppan_g_16180,peppan_g_20722,peppan_g_25691,peppan_g_28382,peppan_g_34472,peppan_g_40469
AJBGEP_02689,peppan_g_336,peppan_g_7042,peppan_g_11482,peppan_g_16198,peppan_g_20738,peppan_g_25707,peppan_g_28365,peppan_g_34455,peppan_g_40453
AJBGEP_02690,peppan_g_335,peppan_g_7043,peppan_g_11483,peppan_g_16199,peppan_g_20739,peppan_g_25708,peppan_g_28364,peppan_g_34454,peppan_g_40452
AJBGEP_02698,peppan_g_328,peppan_g_7050,peppan_g_11490,peppan_g_16206,peppan_g_20746,peppan_g_25715,peppan_g_28357,peppan_g_34447,peppan_g_40445
AJBGEP_02717,peppan_g_310,peppan_g_7066,peppan_g_11508,peppan_g_16224,peppan_g_20764,peppan_g_25733,peppan_g_28339,peppan_g_34429,peppan_g_40427
AJBGEP_02730,peppan_g_297,peppan_g_7079,peppan_g_11521,peppan_g_16237,peppan_g_20777,peppan_g_25746,peppan_g_28326,peppan_g_34416,peppan_g_40414
AJBGEP_02735,peppan_g_292,peppan_g_7084,peppan_g_11526,peppan_g_16242,peppan_g_20782,peppan_g_25751,peppan_g_28321,peppan_g_34411,peppan_g_40409
AJBGEP_02753,peppan_g_276,peppan_g_7100,peppan_g_11542,peppan_g_16258,peppan_g_20798,peppan_g_25767,peppan_g_28305,peppan_g_34392,peppan_g_40393
AJBGEP_02837,peppan_g_260,peppan_g_7116,peppan_g_11558,peppan_g_16274,peppan_g_20873,peppan_g_25783,peppan_g_27266,peppan_g_34376,peppan_g_40377
AJBGEP_02843,peppan_g_253,peppan_g_7123,peppan_g_11565,peppan_g_16281,peppan_g_20880,peppan_g_25790,peppan_g_27273,peppan_g_34369,peppan_g_40370
AJBGEP_02873,peppan_g_2562,peppan_g_7148,peppan_g_11624,peppan_g_16306,peppan_g_20905,peppan_g_25815,peppan_g_31117,peppan_g_34343,peppan_g_40345
AJBGEP_02876,peppan_g_2565,peppan_g_7151,peppan_g_11627,peppan_g_16309,peppan_g_20908,peppan_g_25818,peppan_g_31114,peppan_g_34340,peppan_g_40342
AJBGEP_02938,peppan_g_2608,peppan_g_7194,peppan_g_11693,peppan_g_16377,peppan_g_20965,peppan_g_25875,peppan_g_31078,peppan_g_34316,peppan_g_40232
AJBGEP_02939,peppan_g_2609,peppan_g_7195,peppan_g_11694,peppan_g_16378,peppan_g_20966,peppan_g_25876,peppan_g_31077,peppan_g_34315,peppan_g_40231
AJBGEP_02959,peppan_g_2629,peppan_g_7215,peppan_g_11714,peppan_g_16398,peppan_g_20986,peppan_g_25896,peppan_g_31057,peppan_g_34295,peppan_g_40211
AJBGEP_02961,peppan_g_2631,peppan_g_7217,peppan_g_11716,peppan_g_16400,peppan_g_20988,peppan_g_25898,peppan_g_31055,peppan_g_34293,peppan_g_40209
AJBGEP_02966,peppan_g_2636,peppan_g_7222,peppan_g_11721,peppan_g_16405,peppan_g_20993,peppan_g_25903,peppan_g_31050,peppan_g_34288,peppan_g_40204
AJBGEP_02967,peppan_g_2637,peppan_g_7223,peppan_g_11722,peppan_g_16406,peppan_g_20994,peppan_g_25904,peppan_g_31049,peppan_g_34287,peppan_g_40203
AJBGEP_02995,peppan_g_2658,peppan_g_7244,peppan_g_11743,peppan_g_16427,peppan_g_21015,peppan_g_25925,peppan_g_31028,peppan_g_34266,peppan_g_40182
AJBGEP_03067,peppan_g_2724,peppan_g_7311,peppan_g_11815,peppan_g_16496,peppan_g_21085,peppan_g_25995,peppan_g_30957,peppan_g_34194,peppan_g_40112
AJBGEP_03068,peppan_g_2725,peppan_g_7312,peppan_g_11816,peppan_g_16497,peppan_g_21086,peppan_g_25996,peppan_g_30956,peppan_g_34193,peppan_g_40111
AJBGEP_03079,peppan_g_2736,peppan_g_7323,peppan_g_11827,peppan_g_16508,peppan_g_21097,peppan_g_26007,peppan_g_30945,peppan_g_34182,peppan_g_40100
AJBGEP_03091,peppan_g_2748,peppan_g_7335,peppan_g_11841,peppan_g_16520,peppan_g_21109,peppan_g_26019,peppan_g_30933,peppan_g_34170,peppan_g_40088
AJBGEP_03127,peppan_g_2794,peppan_g_7371,peppan_g_11884,peppan_g_16561,peppan_g_21145,peppan_g_26055,peppan_g_30897,peppan_g_34128,peppan_g_40047
AJBGEP_03137,peppan_g_2804,peppan_g_7381,peppan_g_11894,peppan_g_16571,peppan_g_21155,peppan_g_26065,peppan_g_30887,peppan_g_34118,peppan_g_40037
AJBGEP_03139,peppan_g_2806,peppan_g_7383,peppan_g_11896,peppan_g_16573,peppan_g_21157,peppan_g_26067,peppan_g_30885,peppan_g_34116,peppan_g_40035
AJBGEP_03147,peppan_g_2813,peppan_g_7390,peppan_g_11903,peppan_g_16580,peppan_g_21164,peppan_g_26074,peppan_g_30878,peppan_g_34109,peppan_g_40028
AJBGEP_03150,peppan_g_2814,peppan_g_7391,peppan_g_11904,peppan_g_16581,peppan_g_21165,peppan_g_26075,peppan_g_30877,peppan_g_34108,peppan_g_40027
AJBGEP_03153,peppan_g_2817,peppan_g_7394,peppan_g_11907,peppan_g_16584,peppan_g_21168,peppan_g_26078,peppan_g_30874,peppan_g_34105,peppan_g_40024
AJBGEP_03165,peppan_g_2830,peppan_g_7406,peppan_g_11919,peppan_g_16596,peppan_g_21180,peppan_g_26090,peppan_g_30862,peppan_g_34093,peppan_g_40012
AJBGEP_03184,peppan_g_2847,peppan_g_7422,peppan_g_11935,peppan_g_16612,peppan_g_21196,peppan_g_26106,peppan_g_30846,peppan_g_34077,peppan_g_39996
AJBGEP_03188,peppan_g_2851,peppan_g_7426,peppan_g_11939,peppan_g_16616,peppan_g_21200,peppan_g_26110,peppan_g_30842,peppan_g_34073,peppan_g_39992
AJBGEP_03208,peppan_g_2874,peppan_g_7441,peppan_g_11955,peppan_g_16634,peppan_g_21218,peppan_g_26128,peppan_g_30824,peppan_g_34058,peppan_g_39975
AJBGEP_03233,peppan_g_2897,peppan_g_7464,peppan_g_11978,peppan_g_16657,peppan_g_21241,peppan_g_26151,peppan_g_30801,peppan_g_32179,peppan_g_39952
AJBGEP_03239,peppan_g_2905,peppan_g_7470,peppan_g_11984,peppan_g_16663,peppan_g_21247,peppan_g_26157,peppan_g_30795,peppan_g_32173,peppan_g_39946
AJBGEP_03259,peppan_g_2919,peppan_g_7489,peppan_g_12004,peppan_g_16683,peppan_g_21267,peppan_g_26177,peppan_g_30775,peppan_g_32153,peppan_g_39926
AJBGEP_03292,peppan_g_2952,peppan_g_7519,peppan_g_12035,peppan_g_16713,peppan_g_21297,peppan_g_26207,peppan_g_30745,peppan_g_33705,peppan_g_39883
AJBGEP_03304,peppan_g_2963,peppan_g_7534,peppan_g_12046,peppan_g_16724,peppan_g_21308,peppan_g_26218,peppan_g_30734,peppan_g_33694,peppan_g_39872
AJBGEP_03308,peppan_g_2967,peppan_g_7538,peppan_g_12050,peppan_g_16728,peppan_g_21312,peppan_g_26222,peppan_g_30730,peppan_g_33690,peppan_g_39868
AJBGEP_03317,peppan_g_2976,peppan_g_7547,peppan_g_12059,peppan_g_16737,peppan_g_21321,peppan_g_26231,peppan_g_30721,peppan_g_33681,peppan_g_39859
AJBGEP_03333,peppan_g_2992,peppan_g_7563,peppan_g_12075,peppan_g_16753,peppan_g_21337,peppan_g_26247,peppan_g_30705,peppan_g_33665,peppan_g_39842
AJBGEP_03363,peppan_g_3022,peppan_g_7595,peppan_g_12113,peppan_g_16783,peppan_g_21367,peppan_g_26277,peppan_g_30674,peppan_g_33635,peppan_g_39812
AJBGEP_03369,peppan_g_3027,peppan_g_7600,peppan_g_12118,peppan_g_16788,peppan_g_21372,peppan_g_26282,peppan_g_30669,peppan_g_33630,peppan_g_39807
AJBGEP_03372,peppan_g_3030,peppan_g_7603,peppan_g_12121,peppan_g_16791,peppan_g_21375,peppan_g_26285,peppan_g_30666,peppan_g_33627,peppan_g_39804
AJBGEP_03380,peppan_g_3038,peppan_g_7611,peppan_g_12129,peppan_g_16799,peppan_g_21383,peppan_g_26293,peppan_g_30658,peppan_g_33619,peppan_g_39796
AJBGEP_03387,peppan_g_3044,peppan_g_7617,peppan_g_12135,peppan_g_16805,peppan_g_21389,peppan_g_26299,peppan_g_30652,peppan_g_33574,peppan_g_39790
AJBGEP_03408,peppan_g_3064,peppan_g_7637,peppan_g_12155,peppan_g_16825,peppan_g_21409,peppan_g_26319,peppan_g_30632,peppan_g_33554,peppan_g_39770
AJBGEP_03419,peppan_g_3073,peppan_g_7646,peppan_g_12164,peppan_g_16834,peppan_g_21418,peppan_g_26328,peppan_g_30623,peppan_g_33545,peppan_g_39761
AJBGEP_03426,peppan_g_3085,peppan_g_7653,peppan_g_12171,peppan_g_16841,peppan_g_21425,peppan_g_26340,peppan_g_30611,peppan_g_33533,peppan_g_39754
AJBGEP_03436,peppan_g_3095,peppan_g_7663,peppan_g_12181,peppan_g_16851,peppan_g_21435,peppan_g_26350,peppan_g_30601,peppan_g_33523,peppan_g_39744
AJBGEP_03453,peppan_g_3108,peppan_g_7676,peppan_g_12196,peppan_g_16866,peppan_g_21450,peppan_g_26365,peppan_g_30588,peppan_g_33510,peppan_g_39731
AJBGEP_03495,peppan_g_3144,peppan_g_7712,peppan_g_12233,peppan_g_16903,peppan_g_21488,peppan_g_26402,peppan_g_30551,peppan_g_33473,peppan_g_39695
AJBGEP_03505,peppan_g_3153,peppan_g_7721,peppan_g_12242,peppan_g_16912,peppan_g_21497,peppan_g_26411,peppan_g_30542,peppan_g_33464,peppan_g_39686
AJBGEP_03507,peppan_g_3155,peppan_g_7723,peppan_g_12244,peppan_g_16914,peppan_g_21499,peppan_g_26413,peppan_g_30540,peppan_g_33462,peppan_g_39684
AJBGEP_03533,peppan_g_3181,peppan_g_7749,peppan_g_12270,peppan_g_16940,peppan_g_21525,peppan_g_26439,peppan_g_30514,peppan_g_33436,peppan_g_39658
AJBGEP_03540,peppan_g_3188,peppan_g_7756,peppan_g_12277,peppan_g_16947,peppan_g_21532,peppan_g_26446,peppan_g_30507,peppan_g_33429,peppan_g_39651
AJBGEP_03548,peppan_g_3196,peppan_g_7764,peppan_g_12285,peppan_g_16955,peppan_g_21540,peppan_g_26454,peppan_g_30499,peppan_g_33421,peppan_g_39643
AJBGEP_03549,peppan_g_3197,peppan_g_7765,peppan_g_12286,peppan_g_16956,peppan_g_21541,peppan_g_26455,peppan_g_30498,peppan_g_33420,peppan_g_39642
AJBGEP_03555,peppan_g_3203,peppan_g_7771,peppan_g_12292,peppan_g_16962,peppan_g_21547,peppan_g_26461,peppan_g_30492,peppan_g_33414,peppan_g_39636
AJBGEP_03558,peppan_g_3206,peppan_g_7774,peppan_g_12295,peppan_g_16965,peppan_g_21550,peppan_g_26464,peppan_g_30489,peppan_g_33411,peppan_g_39633
AJBGEP_03562,peppan_g_3209,peppan_g_7778,peppan_g_12299,peppan_g_16969,peppan_g_21554,peppan_g_26468,peppan_g_30485,peppan_g_33407,peppan_g_39629
AJBGEP_03564,peppan_g_3211,peppan_g_7780,peppan_g_12301,peppan_g_16971,peppan_g_21556,peppan_g_26470,peppan_g_30483,peppan_g_33405,peppan_g_39627
AJBGEP_03588,peppan_g_3970,peppan_g_7798,peppan_g_12319,peppan_g_16989,peppan_g_21574,peppan_g_26488,peppan_g_27305,peppan_g_31971,peppan_g_39609
AJBGEP_03616,peppan_g_3943,peppan_g_7825,peppan_g_12346,peppan_g_17016,peppan_g_21601,peppan_g_26515,peppan_g_27278,peppan_g_35584,peppan_g_39582
AJBGEP_03626,peppan_g_3933,peppan_g_7835,peppan_g_12356,peppan_g_17026,peppan_g_21611,peppan_g_26525,peppan_g_29986,peppan_g_35574,peppan_g_39572
AJBGEP_03641,peppan_g_3917,peppan_g_7850,peppan_g_12371,peppan_g_17041,peppan_g_21626,peppan_g_26540,peppan_g_29971,peppan_g_35559,peppan_g_39557
AJBGEP_03642,peppan_g_3916,peppan_g_7851,peppan_g_12372,peppan_g_17042,peppan_g_21627,peppan_g_26541,peppan_g_29970,peppan_g_35558,peppan_g_39556
AJBGEP_03649,peppan_g_3908,peppan_g_7859,peppan_g_12380,peppan_g_17050,peppan_g_21635,peppan_g_26549,peppan_g_29963,peppan_g_35550,peppan_g_39548
AJBGEP_03660,peppan_g_3899,peppan_g_7867,peppan_g_12391,peppan_g_17058,peppan_g_21644,peppan_g_26557,peppan_g_29955,peppan_g_35542,peppan_g_39540
AJBGEP_03676,peppan_g_3883,peppan_g_7883,peppan_g_12408,peppan_g_17074,peppan_g_21660,peppan_g_26573,peppan_g_29939,peppan_g_35523,peppan_g_39524
AJBGEP_03677,peppan_g_3882,peppan_g_7884,peppan_g_12409,peppan_g_17075,peppan_g_21661,peppan_g_26574,peppan_g_29938,peppan_g_35522,peppan_g_39523
AJBGEP_03678,peppan_g_3881,peppan_g_7885,peppan_g_12410,peppan_g_17076,peppan_g_21662,peppan_g_26575,peppan_g_29937,peppan_g_35521,peppan_g_39522
AJBGEP_03715,peppan_g_3861,peppan_g_7909,peppan_g_12442,peppan_g_17109,peppan_g_21695,peppan_g_26608,peppan_g_29905,peppan_g_35494,peppan_g_39495
AJBGEP_03723,peppan_g_3852,peppan_g_7918,peppan_g_12451,peppan_g_17118,peppan_g_21704,peppan_g_26617,peppan_g_29896,peppan_g_35485,peppan_g_39486
AJBGEP_03726,peppan_g_3850,peppan_g_7920,peppan_g_12453,peppan_g_17120,peppan_g_21706,peppan_g_26619,peppan_g_29894,peppan_g_35483,peppan_g_39484
AJBGEP_03745,peppan_g_3832,peppan_g_7938,peppan_g_12471,peppan_g_17139,peppan_g_21725,peppan_g_26638,peppan_g_29875,peppan_g_35464,peppan_g_39465
AJBGEP_03759,peppan_g_3818,peppan_g_7952,peppan_g_12485,peppan_g_17153,peppan_g_21739,peppan_g_26652,peppan_g_29861,peppan_g_35450,peppan_g_39451
AJBGEP_03777,peppan_g_3794,peppan_g_7969,peppan_g_12503,peppan_g_17170,peppan_g_21756,peppan_g_26669,peppan_g_29844,peppan_g_35433,peppan_g_39434
AJBGEP_03780,peppan_g_3793,peppan_g_7972,peppan_g_12506,peppan_g_17173,peppan_g_21759,peppan_g_26672,peppan_g_29841,peppan_g_35430,peppan_g_39431
AJBGEP_03785,peppan_g_3788,peppan_g_7977,peppan_g_12511,peppan_g_17178,peppan_g_21764,peppan_g_26677,peppan_g_29836,peppan_g_35425,peppan_g_39426
AJBGEP_03791,peppan_g_3783,peppan_g_7982,peppan_g_12516,peppan_g_17183,peppan_g_21769,peppan_g_26682,peppan_g_29831,peppan_g_35420,peppan_g_39421
AJBGEP_03803,peppan_g_3771,peppan_g_7994,peppan_g_12528,peppan_g_17195,peppan_g_21781,peppan_g_26694,peppan_g_29819,peppan_g_35408,peppan_g_39409
AJBGEP_03807,peppan_g_3769,peppan_g_7996,peppan_g_12530,peppan_g_17197,peppan_g_21783,peppan_g_26696,peppan_g_29817,peppan_g_35406,peppan_g_39407
AJBGEP_03853,peppan_g_3731,peppan_g_8034,peppan_g_12574,peppan_g_17241,peppan_g_21827,peppan_g_26740,peppan_g_29773,peppan_g_35362,peppan_g_39362
AJBGEP_03860,peppan_g_3724,peppan_g_8041,peppan_g_12581,peppan_g_17248,peppan_g_21834,peppan_g_26747,peppan_g_29766,peppan_g_35355,peppan_g_39355
AJBGEP_03863,peppan_g_3721,peppan_g_8044,peppan_g_12584,peppan_g_17251,peppan_g_21837,peppan_g_26750,peppan_g_29763,peppan_g_35352,peppan_g_39352
AJBGEP_03869,peppan_g_3715,peppan_g_8051,peppan_g_12592,peppan_g_17257,peppan_g_21843,peppan_g_26756,peppan_g_29757,peppan_g_35346,peppan_g_39344
AJBGEP_03892,peppan_g_3693,peppan_g_8070,peppan_g_12614,peppan_g_17279,peppan_g_21865,peppan_g_26778,peppan_g_29735,peppan_g_35324,peppan_g_39322
