"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"1.4e-137","395.0",11,"LNHIMF_03355","0.989"
"1.4e-142","404.0",11,"GEGEGB_02109","1.0"
"1.4e-197","555.0",11,"GEGEGB_02181","0.987"
"1.4e-91","271.0",11,"GEGEGB_00270","1.0"
"1.5e-87","264.0",11,"GEGEGB_00897","1.0"
"1.6e-139","396.0",11,"GEGEGB_00231","0.988"
"1.6e-152","436.0",11,"GEGEGB_00454","1.059"
"1.6e-160","449.0",11,"LNHIMF_00103","1.0"
"1.6e-192","534.0",11,"LNHIMF_01138","0.987"
"1.6e-241","664.0",11,"GEGEGB_03711","1.0"
"1.7e-167","483.0",11,"GEGEGB_00472","1.127"
"1.7e-207","574.0",11,"GEGEGB_03452","1.0"
"1.7e-60","186.0",11,"GEGEGB_01258","0.956"
"1.7e-72","221.0",11,"GEGEGB_03713","0.989"
"1.7e-88","266.0",11,"GEGEGB_00705","0.982"
"1.8e-118","341.0",11,"LNHIMF_00544","0.850"
"1.8e-154","440.0",11,"GEGEGB_02086","0.941"
"1.8e-38","127.0",11,"GEGEGB_01385","1.0"
"1.9e-169","475.0",11,"GEGEGB_00229","0.996"
"1.9e-174","488.0",11,"BEJGEH_01590","0.884"
"1.9e-191","533.0",11,"GEGEGB_00819","0.987"
"1.9e-24","93.2",11,"GEGEGB_02172","1.0"
"1.9e-68","211.0",11,"GEGEGB_02851","0.960"
"2.0e-77","234.0",11,"GEGEGB_01954","1.0"
"2.1e-110","318.0",11,"GEGEGB_01880","1.185"
"2.1e-126","361.0",11,"GEGEGB_01851","0.944"
"2.3e-106","309.0",11,"LNHIMF_00746","1.015"
"2.3e-113","333.0",11,"GEGEGB_01037","0.989"
"2.3e-206","584.0",11,"GEGEGB_01586","0.992"
"2.4e-125","362.0",11,"GEGEGB_00740","1.0"
"2.4e-139","402.0",11,"GEGEGB_02543","0.987"
"2.5e-167","466.0",11,"GEGEGB_00405","1.0"
"2.5e-63","195.0",11,"GEGEGB_01754","0.993"
"2.5e-74","224.0",11,"GEGEGB_00295","1.031"
"2.6e-130","379.0",11,"GEGEGB_03301","0.984"
"2.6e-188","526.0",11,"GEGEGB_04686","0.997"
"2.6e-94","267.0",11,"GEGEGB_01876","1.0"
"2.9e-202","560.0",11,"GEGEGB_03363","1.0"
"3.0e-143","414.0",11,"LNHIMF_00906","1.038"
"3.2e-43","140.0",11,"GEGEGB_02628","1.0"
"3.6e-150","424.0",11,"LNHIMF_01211","0.976"
"3.7e-162","465.0",11,"GEGEGB_03329","1.050"
"3.8e-89","263.0",11,"LNHIMF_00048","0.952"
"3.9e-42","137.0",11,"GEGEGB_03448","0.989"
"4.0e-204","565.0",11,"GEGEGB_00951","0.984"
"4.5e-146","414.0",11,"GEGEGB_03104","1.0"
"4.6e-86","261.0",11,"LNHIMF_00201","1.111"
"5.1e-168","482.0",11,"GEGEGB_04702","0.983"
"6.1e-70","210.0",11,"GEGEGB_00425","1.0"
"6.5e-104","303.0",11,"LNHIMF_03500","1.010"
"6.8e-246","680.0",11,"LNHIMF_03104","1.007"
"8.8e-310","837.0",11,"GEGEGB_02300","1.0"
"9.2e-97","283.0",11,"GEGEGB_03486","0.967"
"DNA-binding protein",NA,11,"GEGEGB_03144","SO:0001217, UniRef:UniRef50_A0A0H2V1L1"
"Helix-turn-helix domain-containing protein",NA,11,"GEGEGB_02405","SO:0001217, UniRef:UniRef50_A0A8S7I9U0"
"1.0e-41","137.0",10,"GEGEGB_01909","0.990"
"1.0e-57","180.0",10,"GEGEGB_04315","0.992"
"1.0e-70","219.0",10,"GEGEGB_00731","0.979"
"1.1e-136","391.0",10,"LNHIMF_01699","0.989"
"1.1e-36","125.0",10,"GEGEGB_02405","1.0"
"1.1e-42","138.0",10,"GEGEGB_04220","0.987"
"1.1e-46","151.0",10,"GEGEGB_04711","0.992"
"1.1e-79","241.0",10,"GEGEGB_03783","0.970"
"1.2e-109","307.0",10,"GEGEGB_04398","1.0"
"1.2e-111","324.0",10,"GEGEGB_04288","1.110"
"1.2e-115","339.0",10,"GEGEGB_03952","0.947"
"1.2e-120","358.0",10,"GEGEGB_01388","0.979"
"1.2e-144","409.0",10,"GEGEGB_04690","1.008"
"1.2e-228","641.0",10,"LNHIMF_04359","0.972"
"1.2e-44","147.0",10,"GEGEGB_02255","0.933"
"1.2e-63","187.0",10,"GEGEGB_00754","1.058"
"1.2e-70","206.0",10,"GEGEGB_03624","1.0"
"1.2e-76","231.0",10,"GEGEGB_04300","0.994"
"1.3e-15","66.6",10,"GEGEGB_03807","1.0"
"1.3e-151","436.0",10,"GEGEGB_01235","1.0"
"1.3e-227","630.0",10,"GEGEGB_01479","1.0"
"1.3e-242","671.0",10,"LNHIMF_00186","1.015"
"1.3e-26","99.0",10,"GEGEGB_01740","0.969"
"1.3e-305","835.0",10,"GEGEGB_03897","0.991"
"1.3e-64","197.0",10,"GEGEGB_00964","1.016"
"1.4e-171","472.0",10,"BEJGEH_03813","1.0"
"1.4e-56","177.0",10,"GEGEGB_00339","0.977"
"1.4e-58","186.0",10,"GEGEGB_04238","0.983"
"1.4e-59","189.0",10,"LNHIMF_03099","1.057"
"1.4e-62","190.0",10,"LNHIMF_02594","1.0"
"1.4e-75","225.0",10,"GEGEGB_02421","1.217"
"1.4e-97","287.0",10,"GEGEGB_03998","0.833"
"1.5e-104","305.0",10,"GEGEGB_00365","1.0"
"1.5e-229","642.0",10,"GEGEGB_01244","0.987"
"1.5e-64","197.0",10,"GEGEGB_02761","1.261"
"1.5e-86","265.0",10,"GEGEGB_01047","0.989"
"1.5e-89","269.0",10,"GEGEGB_03230","0.893"
"1.5e-95","285.0",10,"BEJGEH_01305","1.055"
"1.6e-57","181.0",10,"GEGEGB_01246","0.942"
"1.6e-90","273.0",10,"GEGEGB_03020","1.008"
"1.7e-105","308.0",10,"GEGEGB_00540","1.062"
"1.7e-149","421.0",10,"LNHIMF_04104","1.0"
"1.7e-152","434.0",10,"GEGEGB_03153","0.993"
"1.7e-249","703.0",10,"GEGEGB_01957","1.002"
"1.8e-100","292.0",10,"GEGEGB_04273","0.898"
"1.8e-62","192.0",10,"GEGEGB_04740","1.043"
"1.9e-132","376.0",10,"GEGEGB_03514","1.0"
"1.9e-135","387.0",10,"GEGEGB_00234","0.979"
"1.9e-137","383.0",10,"GEGEGB_01751","1.0"
"1.9e-141","406.0",10,"GEGEGB_03682","0.948"
"1.9e-150","425.0",10,"GEGEGB_03058","0.987"
"1.9e-162","456.0",10,"GEGEGB_03228","0.816"
"1.9e-177","487.0",10,"GEGEGB_01652","1.0"
"1.9e-51","164.0",10,"GEGEGB_01841","1.007"
"1.9e-67","203.0",10,"GEGEGB_00016","0.939"
"2.0e-168","472.0",10,"GEGEGB_01837","1.192"
"2.0e-83","246.0",10,"GEGEGB_00969","0.993"
"2.1e-101","294.0",10,"GEGEGB_01732","1.0"
"2.1e-96","288.0",10,"GEGEGB_02956","0.996"
"2.1e-97","285.0",10,"GEGEGB_02775","0.920"
"2.2e-123","356.0",10,"GEGEGB_01703","0.946"
"2.2e-238","668.0",10,"LNHIMF_00847","0.821"
"2.2e-90","264.0",10,"LNHIMF_00123","1.0"
"2.4e-157","445.0",10,"GEGEGB_03832","0.807"
"2.4e-80","231.0",10,"GEGEGB_01022","1.0"
"2.5e-136","377.0",10,"GEGEGB_01965","1.0"
"2.6e-68","206.0",10,"GEGEGB_00183","0.898"
"2.7e-306","847.0",10,"GEGEGB_00296","0.992"
"2.8e-170","476.0",10,"GEGEGB_03505","0.992"
"2.8e-221","617.0",10,"GEGEGB_02245","1.185"
"2.8e-69","217.0",10,"GEGEGB_01836","0.968"
"2.8e-89","268.0",10,"LNHIMF_00417","0.987"
"2.9e-102","305.0",10,"LNHIMF_00029","0.954"
"2.9e-140","400.0",10,"GEGEGB_00511","1.008"
"2.9e-70","216.0",10,"GEGEGB_00557","0.962"
"3.0e-159","439.0",10,"LNHIMF_01271","1.0"
"3.0e-46","147.0",10,"LNHIMF_01194","1.012"
"3.1e-103","302.0",10,"GEGEGB_04163","0.986"
"3.1e-107","314.0",10,"GEGEGB_00718","0.965"
"3.1e-168","474.0",10,"GEGEGB_00465","0.933"
"3.1e-214","595.0",10,"GEGEGB_04028","0.982"
"3.1e-30","101.0",10,"GEGEGB_01317","1.0"
"3.2e-59","184.0",10,"GEGEGB_01923","1.007"
"3.4e-109","320.0",10,"GEGEGB_01048","0.869"
"3.4e-143","409.0",10,"GEGEGB_01171","0.982"
"3.4e-86","255.0",10,"GEGEGB_02156","0.975"
"3.5e-97","283.0",10,"GEGEGB_01008","1.0"
"3.6e-166","467.0",10,"GEGEGB_00449","1.0"
"3.7e-117","344.0",10,"BEJGEH_01324","0.993"
"3.7e-235","654.0",10,"GEGEGB_03558","0.995"
"3.8e-144","415.0",10,"GEGEGB_02348","1.142"
"3.8e-215","595.0",10,"GEGEGB_03521","1.0"
"3.8e-68","207.0",10,"GEGEGB_00254","0.984"
"3.9e-185","528.0",10,"GEGEGB_03376","1.018"
"3.9e-38","120.0",10,"GEGEGB_01103","1.0"
"4.1e-282","773.0",10,"GEGEGB_04613","0.831"
"4.2e-146","421.0",10,"GEGEGB_03311","0.988"
"4.3e-109","314.0",10,"GEGEGB_03166","1.005"
"4.4e-38","127.0",10,"GEGEGB_03499","1.060"
"4.5e-129","374.0",10,"GEGEGB_01788","0.979"
"4.6e-120","352.0",10,"GEGEGB_04366","0.976"
"4.9e-139","397.0",10,"GEGEGB_01041","1.289"
"5.0e-113","324.0",10,"GEGEGB_02763","1.0"
"5.2e-237","664.0",10,"GEGEGB_02280","0.821"
"5.2e-32","110.0",10,"GEGEGB_00943","1.0"
"5.3e-174","483.0",10,"GEGEGB_01062","1.0"
"5.4e-123","354.0",10,"GEGEGB_02989","1.0"
"5.6e-156","436.0",10,"GEGEGB_01840","1.0"
"5.6e-24","89.7",10,"GEGEGB_01630","1.0"
"5.6e-52","169.0",10,"GEGEGB_00337","0.951"
"5.6e-68","205.0",10,"GEGEGB_04304","0.974"
"5.7e-36","120.0",10,"GEGEGB_01559","1.0"
"5.8e-203","567.0",10,"GEGEGB_01371","1.0"
"6.2e-84","250.0",10,"GEGEGB_04270","0.978"
"6.3e-119","338.0",10,"GEGEGB_00207","1.068"
"6.3e-28","100.0",10,"GEGEGB_04650","0.954"
"6.3e-62","189.0",10,"GEGEGB_01013","1.009"
"6.4e-111","318.0",10,"GEGEGB_02856","1.0"
"6.4e-225","619.0",10,"GEGEGB_03743","1.0"
"6.4e-35","118.0",10,"GEGEGB_01864","1.0"
"6.8e-216","590.0",10,"GEGEGB_01822","1.0"
"7.0e-105","310.0",10,"GEGEGB_03503","0.964"
"7.0e-131","380.0",10,"GEGEGB_03927","0.984"
"7.0e-87","256.0",10,"GEGEGB_02733","0.987"
"7.4e-154","447.0",10,"GEGEGB_00416","0.954"
"7.7e-52","165.0",10,"GEGEGB_02675","0.985"
"8.2e-61","190.0",10,"GEGEGB_03457","1.061"
"8.9e-46","146.0",10,"GEGEGB_04297","0.940"
"Autotransporter domain-containing protein",NA,10,"GEGEGB_02470","SO:0001217, UniRef:UniRef50_A0A1X1D1Y9"
"Efflux pump membrane transporter",NA,10,"GEGEGB_00413","SO:0001217, UniRef:UniRef50_A0A510IXH6"
"Membrane protein",NA,10,"GEGEGB_02954","SO:0001217, UniRef:UniRef50_A0A379UU93"
"PTS EIIB type-2 domain-containing protein",NA,10,"GEGEGB_00561","SO:0001217, UniRef:UniRef50_D4GMC5"
"Permease",NA,10,"GEGEGB_03852","SO:0001217, UniRef:UniRef50_Q8ZKW9"
"Succinylornithine transaminase",NA,10,"GEGEGB_01248","SO:0001217, UniRef:UniRef50_A0A379UNM1"
"(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase",NA,9,"GEGEGB_01552","SO:0001217, UniRef:UniRef50_A0A9X5JQY2"
"(2,3-dihydroxybenzoyl)adenylate synthase EntE","entE",9,"GEGEGB_02389","BlastRules:WP_000026784, BlastRules:WP_001222445, EC:2.5.1.-, EC:2.7.7.58, EC:6.3.2.14, SO:0001217, UniRef:UniRef50_P10378"
"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase",NA,9,"GEGEGB_03726","SO:0001217, UniRef:UniRef50_P64461"
"1,4-alpha-glucan branching enzyme GlgB","glgB",9,"GEGEGB_04201","SO:0001217, UniRef:UniRef50_Q8GQC5"
"1,4-dihydroxy-2-naphthoate octaprenyltransferase",NA,9,"GEGEGB_03715","SO:0001217, UniRef:UniRef50_P32166"
"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",NA,9,"GEGEGB_01304","SO:0001217, UniRef:UniRef50_A0A240C124"
"1,4-dihydroxy-2-naphthoyl-CoA synthase",NA,9,"GEGEGB_00596","SO:0001217, UniRef:UniRef50_P23966"
"1,5-anhydro-D-fructose reductase",NA,9,"GEGEGB_03300","SO:0001217, UniRef:UniRef50_A0A0C7EXY8"
"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD","ampD",9,"GEGEGB_00161","SO:0001217, UniRef:UniRef50_A0A2J5PP37"
"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",NA,9,"GEGEGB_00842","SO:0001217, UniRef:UniRef50_A0A2X1Q5A9"
"1-acyl-sn-glycerol-3-phosphate acyltransferase",NA,9,"GEGEGB_03248","SO:0001217, UniRef:UniRef50_P26647"
"1-deoxy-D-xylulose 5-phosphate reductoisomerase",NA,9,"GEGEGB_00236","SO:0001217, UniRef:UniRef50_Q57T35"
"1-deoxy-D-xylulose-5-phosphate synthase",NA,9,"GEGEGB_02567","SO:0001217, UniRef:UniRef50_P77488"
"1-deoxyxylulose-5-phosphate synthase YajO","yajO",9,"GEGEGB_02568","SO:0001217, UniRef:UniRef50_P77735"
"1-propanol dehydrogenase PduQ","pduQ",9,"GEGEGB_00872","BlastRules:WP_001091448, BlastRules:WP_015958922, SO:0001217, UniRef:UniRef50_Q9XDN0"
"1.0e-11","58.2",9,"GEGEGB_04000","0.891"
"1.0e-124","358.0",9,"GEGEGB_02284","1.156"
"1.0e-127","363.0",9,"BEJGEH_04006","1.0"
"1.0e-136","390.0",9,"GEGEGB_00986","1.0"
"1.0e-146","421.0",9,"GEGEGB_00597","0.997"
"1.0e-196","548.0",9,"GEGEGB_02349","1.0"
"1.0e-233","642.0",9,"GEGEGB_00297","1.080"
"1.0e-278","759.0",9,"LNHIMF_00075","1.029"
"1.0e-310","850.0",9,"BEJGEH_04450","1.144"
"1.0e-35","120.0",9,"GEGEGB_00670","1.0"
"1.0e-47","152.0",9,"GEGEGB_00561","1.0"
"1.0e-53","167.0",9,"GEGEGB_00748","0.968"
"1.0e-72","220.0",9,"LNHIMF_01296","1.0"
"1.0e-86","255.0",9,"GEGEGB_01641","1.0"
"1.1e-143","420.0",9,"BEJGEH_00601","0.944"
"1.1e-17","73.2",9,"GEGEGB_03472","0.981"
"1.1e-20","83.2",9,"GEGEGB_03575","1.046"
"1.1e-25","95.1",9,"GEGEGB_00715","0.924"
"1.1e-273","752.0",9,"LNHIMF_02496","1.0"
"1.1e-317","872.0",9,"BEJGEH_04234","0.981"
"1.1e-38","129.0",9,"GEGEGB_00962","1.0"
"1.1e-41","138.0",9,"GEGEGB_02340","1.0"
"1.1e-67","210.0",9,"GEGEGB_03015","0.989"
"1.1e-85","257.0",9,"GEGEGB_03168","0.990"
"1.2e-113","330.0",9,"LNHIMF_01889","0.991"
"1.2e-132","377.0",9,"GEGEGB_00438","1.046"
"1.2e-145","419.0",9,"GEGEGB_00053","0.984"
"1.2e-151","436.0",9,"GEGEGB_01286","1.034"
"1.2e-191","534.0",9,"LNHIMF_01722","0.987"
"1.2e-223","616.0",9,"GEGEGB_02752","1.0"
"1.2e-33","108.0",9,"GEGEGB_02866","1.0"
"1.2e-53","169.0",9,"GEGEGB_04675","0.901"
"1.2e-59","176.0",9,"GEGEGB_00625","1.0"
"1.2e-71","223.0",9,"GEGEGB_04229","0.955"
"1.2e-85","255.0",9,"GEGEGB_00583","1.043"
"1.3e-10","56.2",9,"GEGEGB_02350","1.015"
"1.3e-110","318.0",9,"GEGEGB_04305","0.994"
"1.3e-112","330.0",9,"LNHIMF_04620","1.004"
"1.3e-161","458.0",9,"GEGEGB_03203","0.990"
"1.3e-262","712.0",9,"GEGEGB_02617","1.0"
"1.3e-287","786.0",9,"GEGEGB_01728","0.995"
"1.3e-33","115.0",9,"GEGEGB_04376","1.0"
"1.3e-40","136.0",9,"LNHIMF_00251","0.971"
"1.3e-54","172.0",9,"GEGEGB_04627","0.985"
"1.4e-112","329.0",9,"GEGEGB_01913","0.954"
"1.4e-118","351.0",9,"GEGEGB_03469","1.016"
"1.4e-181","506.0",9,"LNHIMF_03208","1.095"
"1.4e-274","754.0",9,"GEGEGB_00539","1.0"
"1.4e-32","115.0",9,"GEGEGB_03306","1.0"
"1.4e-73","219.0",9,"GEGEGB_00132","0.950"
"1.4e-83","250.0",9,"LNHIMF_00008","0.974"
"1.4e-95","283.0",9,"GEGEGB_00391","0.995"
"1.5e-167","477.0",9,"LNHIMF_02414","0.935"
"1.5e-190","532.0",9,"GEGEGB_03179","0.801"
"1.5e-192","548.0",9,"GEGEGB_01410","0.983"
"1.5e-223","622.0",9,"GEGEGB_04362","1.0"
"1.5e-28","102.0",9,"GEGEGB_01684","1.0"
"1.5e-38","132.0",9,"LNHIMF_03914","1.0"
"1.5e-51","155.0",9,"GEGEGB_01181","1.0"
"1.5e-52","168.0",9,"GEGEGB_03429","1.238"
"1.5e-59","182.0",9,"GEGEGB_02333","1.0"
"1.5e-92","277.0",9,"GEGEGB_03174","0.962"
"1.6e-119","351.0",9,"HFCAGB_00996","0.986"
"1.6e-163","466.0",9,"GEGEGB_00488","0.994"
"1.6e-174","500.0",9,"LNHIMF_00403","1.010"
"1.6e-179","513.0",9,"GEGEGB_00081","1.035"
"1.6e-250","697.0",9,"GEGEGB_03850","1.028"
"1.6e-50","160.0",9,"GEGEGB_02498","1.0"
"1.6e-59","186.0",9,"GEGEGB_01948","0.993"
"1.6e-73","227.0",9,"GEGEGB_04159","0.923"
"1.6e-81","233.0",9,"LNHIMF_02120","1.0"
"1.6e-83","252.0",9,"GEGEGB_00218","0.981"
"1.7e-114","332.0",9,"GEGEGB_00102","1.0"
"1.7e-142","410.0",9,"LNHIMF_00460","0.977"
"1.7e-173","484.0",9,"LNHIMF_00449","0.853"
"1.7e-180","494.0",9,"GEGEGB_02308","1.0"
"1.7e-196","549.0",9,"GEGEGB_02869","0.935"
"1.7e-203","563.0",9,"GEGEGB_01908","1.0"
"1.7e-52","165.0",9,"GEGEGB_01472","1.0"
"1.7e-77","231.0",9,"GEGEGB_00241","0.876"
"1.8e-106","311.0",9,"GEGEGB_00284","0.952"
"1.8e-144","415.0",9,"GEGEGB_00068","0.977"
"1.8e-158","449.0",9,"LNHIMF_01963","0.826"
"1.8e-264","731.0",9,"GEGEGB_02317","1.0"
"1.8e-27","99.4",9,"GEGEGB_03709","0.943"
"1.8e-44","145.0",9,"GEGEGB_03380","0.882"
"1.8e-45","149.0",9,"GEGEGB_04298","0.943"
"1.8e-64","201.0",9,"GEGEGB_02194","0.976"
"1.8e-65","201.0",9,"GEGEGB_02774","0.979"
"1.8e-68","210.0",9,"GEGEGB_04373","0.942"
"1.8e-73","220.0",9,"GEGEGB_00224","0.992"
"1.8e-80","238.0",9,"LNHIMF_02032","0.948"
"1.8e-89","261.0",9,"GEGEGB_02183","1.0"
"1.9e-126","360.0",9,"GEGEGB_04289","1.119"
"1.9e-229","642.0",9,"LNHIMF_03695","0.989"
"1.9e-29","104.0",9,"GEGEGB_03845","0.937"
"1.9e-43","134.0",9,"GEGEGB_00958","1.0"
"1.9e-91","270.0",9,"GEGEGB_00683","0.989"
"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",NA,9,"GEGEGB_04689","SO:0001217, UniRef:UniRef50_P08331"
"2'-hydroxyisoflavone reductase",NA,9,"GEGEGB_01670","SO:0001217, UniRef:UniRef50_A0A8E1RSZ0"
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",NA,9,"GEGEGB_00227","SO:0001217, UniRef:UniRef50_P0A9D8"
"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",NA,9,"GEGEGB_02225","SO:0001217, UniRef:UniRef50_Q492W5"
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",NA,9,"GEGEGB_04024","SO:0001217, UniRef:UniRef50_P37689"
"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",NA,9,"GEGEGB_02387","SO:0001217, UniRef:UniRef50_A0A5Q2VEX5"
"2,3-diketo-L-gulonate reductase",NA,9,"GEGEGB_04062","SO:0001217, UniRef:UniRef50_P37672"
"2,3-diketo-L-gulonate-binding periplasmic protein YiaO","yiaO",9,"GEGEGB_04057","SO:0001217, UniRef:UniRef50_P37676"
"2,4-dihydroxydec-2-ene-1,10-dioic acid aldolase",NA,9,"GEGEGB_01913","SO:0001217, UniRef:UniRef50_A0AA86GN07"
"2,5-didehydrogluconate reductase DkgB","dkgB",9,"GEGEGB_02741","SO:0001217, UniRef:UniRef50_A0A854CNT9"
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",NA,9,"GEGEGB_02966","SO:0001217, UniRef:UniRef50_B2A4B2"
"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",NA,9,"GEGEGB_02967","SO:0001217, UniRef:UniRef50_Q46893"
"2-amino-3-ketobutyrate coenzyme A ligase",NA,9,"GEGEGB_04018","SO:0001217, UniRef:UniRef50_A0A083ZUJ6"
"2-aminoethylphosphonate--pyruvate transaminase",NA,9,"GEGEGB_02558","SO:0001217, UniRef:UniRef50_A0A377YTX0"
"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",NA,9,"GEGEGB_03074","SO:0001217, UniRef:UniRef50_A0A136WFZ6"
"2-dehydro-3-deoxy-phosphogluconate aldolase",NA,9,"GEGEGB_03954","BlastRules:WP_001186146, SO:0001217, UniRef:UniRef50_D0ZLR2"
"2-dehydro-3-deoxyphosphogluconate aldolase",NA,9,"GEGEGB_04717","SO:0001217, UniRef:UniRef50_Q5E1U2"
"2-dehydro-3-deoxyphosphooctonate aldolase",NA,9,"GEGEGB_01171","SO:0001217, UniRef:UniRef50_A0A4P6VY72"
"2-deoxyglucose-6-phosphatase",NA,9,"GEGEGB_01271","SO:0001217, UniRef:UniRef50_A0A264VSC4"
"2-hydroxy-3-oxopropionate reductase",NA,9,"GEGEGB_03330","SO:0001217, UniRef:UniRef50_P0ABQ2"
"2-iminobutanoate/2-iminopropanoate deaminase","ridA",9,"GEGEGB_04729","BlastRules:WP_000047544, SO:0001217, UniRef:UniRef50_A8AQ05"
"2-isopropylmalate synthase",NA,9,"GEGEGB_00124","SO:0001217, UniRef:UniRef50_P15875"
"2-keto-3-deoxy-6-phosphogluconate-responsive transcriptional regulator of central carbohydrate metabolism HexR","hexR",9,"GEGEGB_01053","SO:0001217, UniRef:UniRef50_Q8EE97"
"2-keto-3-deoxy-L-rhamnonate aldolase",NA,9,"GEGEGB_00614","SO:0001217, UniRef:UniRef50_P76469"
"2-keto-3-deoxygluconate permease 1",NA,9,"GEGEGB_00177","BlastRules:WP_001022089, SO:0001217, UniRef:UniRef50_P65207"
"2-keto-3-deoxygluconate permease 2",NA,9,"GEGEGB_02331","BlastRules:WP_000694473, SO:0001217, UniRef:UniRef50_Q8ZQZ4"
"2-ketogluconate reductase (2-ketoaldonate reductase)",NA,9,"GEGEGB_04085","SO:0001217, UniRef:UniRef50_B4F0A9"
"2-methylisocitrate lyase",NA,9,"GEGEGB_02626","SO:0001217, UniRef:UniRef50_Q8EJW1"
"2-nitroimidazole transporter",NA,9,"GEGEGB_01221","SO:0001217, UniRef:UniRef50_P76242"
"2-octaprenyl-6-methoxyphenol hydroxylase",NA,9,"GEGEGB_03125","SO:0001217, UniRef:UniRef50_P25534"
"2-octaprenylphenol hydroxylase",NA,9,"GEGEGB_03124","SO:0001217, UniRef:UniRef50_P25535"
"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",NA,9,"GEGEGB_01914","SO:0001217, UniRef:UniRef50_A0A7C7TDD5"
"2-oxo-tetronate isomerase",NA,9,"GEGEGB_01508","SO:0001217, UniRef:UniRef50_A0A495AE05"
"2-oxoadipate dioxygenase/decarboxylase",NA,9,"GEGEGB_01613","SO:0001217, UniRef:UniRef50_A0A376VJ25"
"2-oxoglutarate dehydrogenase E1 component",NA,9,"GEGEGB_02251","SO:0001217, UniRef:UniRef50_P45303"
"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase",NA,9,"GEGEGB_00594","SO:0001217, UniRef:UniRef50_P17109"
"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",NA,9,"GEGEGB_00595","SO:0001217, UniRef:UniRef50_P37355"
"2-succinylbenzoate--CoA ligase",NA,9,"GEGEGB_00598","SO:0001217, UniRef:UniRef50_A0A2X3JSZ2"
"2.0e-199","561.0",9,"LNHIMF_02534","0.954"
"2.0e-215","609.0",9,"GEGEGB_00222","1.109"
"2.0e-223","608.0",9,"GEGEGB_01163","1.0"
"2.0e-26","96.3",9,"GEGEGB_04692","0.985"
"2.0e-52","168.0",9,"GEGEGB_00052","0.960"
"2.0e-79","236.0",9,"GEGEGB_00359","0.986"
"2.1e-104","305.0",9,"GEGEGB_02166","0.982"
"2.1e-13","61.2",9,"GEGEGB_01857","1.0"
"2.1e-131","379.0",9,"GEGEGB_01759","0.989"
"2.1e-162","462.0",9,"GEGEGB_03865","1.028"
"2.1e-169","475.0",9,"GEGEGB_03280","1.0"
"2.1e-187","514.0",9,"LNHIMF_00256","1.0"
"2.1e-287","788.0",9,"GEGEGB_02289","0.993"
"2.1e-32","111.0",9,"GEGEGB_04372","0.914"
"2.1e-35","124.0",9,"GEGEGB_03308","0.985"
"2.1e-64","197.0",9,"GEGEGB_02240","0.986"
"2.1e-85","244.0",9,"GEGEGB_04729","1.0"
"2.2e-104","304.0",9,"GEGEGB_00730","0.989"
"2.2e-111","311.0",9,"GEGEGB_02296","1.0"
"2.2e-166","468.0",9,"GEGEGB_03258","0.975"
"2.2e-182","500.0",9,"GEGEGB_03425","1.0"
"2.2e-41","137.0",9,"GEGEGB_04207","0.963"
"2.2e-57","176.0",9,"LNHIMF_01849","1.185"
"2.3e-100","297.0",9,"GEGEGB_02215","0.991"
"2.3e-157","452.0",9,"GEGEGB_00014","1.005"
"2.3e-18","76.3",9,"GEGEGB_03284","0.930"
"2.3e-202","575.0",9,"GEGEGB_00766","1.077"
"2.3e-21","81.6",9,"GEGEGB_02157","1.119"
"2.3e-212","592.0",9,"GEGEGB_03141","1.192"
"2.3e-43","140.0",9,"GEGEGB_02611","1.0"
"2.3e-48","155.0",9,"GEGEGB_02520","1.027"
"2.3e-51","162.0",9,"GEGEGB_04287","0.961"
"2.3e-56","168.0",9,"GEGEGB_03391","0.866"
"2.3e-65","201.0",9,"GEGEGB_03517","0.974"
"2.3e-71","213.0",9,"GEGEGB_03559","1.128"
"2.3e-96","279.0",9,"GEGEGB_03430","1.0"
"2.4e-21","82.4",9,"GEGEGB_00473","0.923"
"2.4e-316","867.0",9,"GEGEGB_00380","0.986"
"2.4e-37","124.0",9,"GEGEGB_03477","0.932"
"2.4e-42","138.0",9,"GEGEGB_00172","1.0"
"2.4e-48","155.0",9,"GEGEGB_00340","0.981"
"2.5e-143","409.0",9,"GEGEGB_03516","0.893"
"2.5e-173","487.0",9,"GEGEGB_03785","1.124"
